Time,Node,PortIndex,DropPacket
+1007000000.0ns,s27,0,129
+1007000000.0ns,s27,1,294
+1007100000.0ns,s27,0,969
+1007100000.0ns,s27,1,294
+1007200000.0ns,s27,0,1633
+1007200000.0ns,s27,1,294
+1007300000.0ns,s27,0,1938
+1007300000.0ns,s27,1,294
+1007400000.0ns,s27,0,1942
+1007400000.0ns,s27,1,431
+1007500000.0ns,s27,0,1959
+1007500000.0ns,s27,1,457
+1007600000.0ns,s27,0,1959
+1007600000.0ns,s27,1,457
+1007700000.0ns,s27,0,1959
+1007700000.0ns,s27,1,457
+1007800000.0ns,s27,0,1959
+1007800000.0ns,s27,1,457
+1007900000.0ns,s27,0,1959
+1007900000.0ns,s27,1,457
+1008000000.0ns,s27,0,1959
+1008000000.0ns,s27,1,457
+1008100000.0ns,s27,0,1959
+1008100000.0ns,s27,1,457
+1008200000.0ns,s27,0,1959
+1008200000.0ns,s27,1,457
+1008300000.0ns,s27,0,1959
+1008300000.0ns,s27,1,457
+1008400000.0ns,s27,0,2136
+1008400000.0ns,s27,1,473
+1008500000.0ns,s27,0,2136
+1008500000.0ns,s27,1,1311
+1008600000.0ns,s27,0,2509
+1008600000.0ns,s27,1,1774
+1008700000.0ns,s27,0,3345
+1008700000.0ns,s27,1,1774
+1008800000.0ns,s3,4,3
+1008800000.0ns,s3,1,52
+1008800000.0ns,s27,0,3486
+1008800000.0ns,s27,1,2250
+1008900000.0ns,s3,4,3
+1008900000.0ns,s3,1,52
+1008900000.0ns,s27,0,3669
+1008900000.0ns,s27,1,2648
+1009000000.0ns,s3,4,3
+1009000000.0ns,s3,1,52
+1009000000.0ns,s27,0,3669
+1009000000.0ns,s27,1,3198
+1009100000.0ns,s3,4,3
+1009100000.0ns,s3,1,52
+1009100000.0ns,s27,0,3669
+1009100000.0ns,s27,1,3618
+1009200000.0ns,s3,4,3
+1009200000.0ns,s3,1,52
+1009200000.0ns,s27,0,3757
+1009200000.0ns,s27,1,3813
+1009300000.0ns,s3,4,3
+1009300000.0ns,s3,1,52
+1009300000.0ns,s27,0,3980
+1009300000.0ns,s27,1,3813
+1009400000.0ns,s3,4,3
+1009400000.0ns,s3,1,52
+1009400000.0ns,s27,0,4159
+1009400000.0ns,s27,1,3813
+1009500000.0ns,s3,4,3
+1009500000.0ns,s3,1,52
+1009500000.0ns,s27,0,4195
+1009500000.0ns,s27,1,3848
+1009600000.0ns,s3,4,3
+1009600000.0ns,s3,1,52
+1009600000.0ns,s27,0,4195
+1009600000.0ns,s27,1,3880
+1009700000.0ns,s3,4,3
+1009700000.0ns,s3,1,52
+1009700000.0ns,s27,0,4273
+1009700000.0ns,s27,1,3919
+1009800000.0ns,s3,4,3
+1009800000.0ns,s3,1,52
+1009800000.0ns,s27,0,4346
+1009800000.0ns,s27,1,3919
+1009900000.0ns,s3,4,3
+1009900000.0ns,s3,1,52
+1009900000.0ns,s27,0,4429
+1009900000.0ns,s27,1,4176
+1010000000.0ns,s3,4,3
+1010000000.0ns,s3,1,52
+1010000000.0ns,s27,0,4662
+1010000000.0ns,s27,1,4465
+1010100000.0ns,s3,4,3
+1010100000.0ns,s3,1,52
+1010100000.0ns,s27,0,4662
+1010100000.0ns,s27,1,4987
+1010200000.0ns,s3,4,3
+1010200000.0ns,s3,1,52
+1010200000.0ns,s27,0,4662
+1010200000.0ns,s27,1,5285
+1010300000.0ns,s3,4,3
+1010300000.0ns,s3,1,182
+1010300000.0ns,s27,0,4662
+1010300000.0ns,s27,1,5446
+1010400000.0ns,s3,4,93
+1010400000.0ns,s3,1,933
+1010400000.0ns,s27,0,4662
+1010400000.0ns,s27,1,5446
+1010500000.0ns,s3,4,933
+1010500000.0ns,s3,1,934
+1010500000.0ns,s27,0,4662
+1010500000.0ns,s27,1,5446
+1010600000.0ns,s3,4,1029
+1010600000.0ns,s3,1,1679
+1010600000.0ns,s27,0,4662
+1010600000.0ns,s27,1,5446
+1010700000.0ns,s3,4,1118
+1010700000.0ns,s3,1,2037
+1010700000.0ns,s27,0,4662
+1010700000.0ns,s27,1,5446
+1010800000.0ns,s3,4,1121
+1010800000.0ns,s3,1,2037
+1010800000.0ns,s27,0,4662
+1010800000.0ns,s27,1,5446
+1010900000.0ns,s3,4,1121
+1010900000.0ns,s3,1,2037
+1010900000.0ns,s27,0,4662
+1010900000.0ns,s27,1,5446
+1011000000.0ns,s3,4,1121
+1011000000.0ns,s3,1,2037
+1011000000.0ns,s27,0,5047
+1011000000.0ns,s27,1,5501
+1011100000.0ns,s3,4,1121
+1011100000.0ns,s3,1,2037
+1011100000.0ns,s27,0,5047
+1011100000.0ns,s27,1,5546
+1011200000.0ns,s3,4,1121
+1011200000.0ns,s3,1,2037
+1011200000.0ns,s27,0,5047
+1011200000.0ns,s27,1,5623
+1011300000.0ns,s3,4,1121
+1011300000.0ns,s3,1,2037
+1011300000.0ns,s4,2,739
+1011300000.0ns,s27,0,5099
+1011300000.0ns,s27,1,5680
+1011400000.0ns,s3,4,1121
+1011400000.0ns,s3,1,2037
+1011400000.0ns,s4,2,851
+1011400000.0ns,s4,3,728
+1011400000.0ns,s27,0,5537
+1011400000.0ns,s27,1,5680
+1011500000.0ns,s3,4,1121
+1011500000.0ns,s3,1,2037
+1011500000.0ns,s4,2,851
+1011500000.0ns,s4,3,1569
+1011500000.0ns,s27,0,5668
+1011500000.0ns,s27,1,5680
+1011600000.0ns,s3,4,1121
+1011600000.0ns,s3,1,2037
+1011600000.0ns,s4,2,851
+1011600000.0ns,s4,3,2409
+1011600000.0ns,s27,0,5668
+1011600000.0ns,s27,1,6013
+1011700000.0ns,s1,1,400
+1011700000.0ns,s1,2,12
+1011700000.0ns,s1,3,378
+1011700000.0ns,s3,4,1121
+1011700000.0ns,s3,1,2037
+1011700000.0ns,s4,2,1481
+1011700000.0ns,s4,3,2620
+1011700000.0ns,s27,0,6009
+1011700000.0ns,s27,1,6274
+1011800000.0ns,s1,1,1228
+1011800000.0ns,s1,2,365
+1011800000.0ns,s1,3,451
+1011800000.0ns,s3,4,1121
+1011800000.0ns,s3,1,2037
+1011800000.0ns,s4,2,2321
+1011800000.0ns,s4,3,2620
+1011800000.0ns,s27,0,6009
+1011800000.0ns,s27,1,6804
+1011900000.0ns,s1,1,2068
+1011900000.0ns,s1,2,771
+1011900000.0ns,s1,3,472
+1011900000.0ns,s3,4,1121
+1011900000.0ns,s3,1,2066
+1011900000.0ns,s4,2,2396
+1011900000.0ns,s4,3,3206
+1011900000.0ns,s27,0,6009
+1011900000.0ns,s27,1,7339
+1012000000.0ns,s1,1,2108
+1012000000.0ns,s1,2,1293
+1012000000.0ns,s1,3,659
+1012000000.0ns,s3,4,1121
+1012000000.0ns,s3,1,2907
+1012000000.0ns,s4,2,2396
+1012000000.0ns,s4,3,3206
+1012000000.0ns,s27,0,6009
+1012000000.0ns,s27,1,7753
+1012100000.0ns,s1,1,2112
+1012100000.0ns,s1,2,1343
+1012100000.0ns,s1,3,659
+1012100000.0ns,s3,4,1121
+1012100000.0ns,s3,1,3566
+1012100000.0ns,s4,2,2396
+1012100000.0ns,s4,3,3206
+1012100000.0ns,s27,0,6252
+1012100000.0ns,s27,1,8112
+1012200000.0ns,s1,1,2133
+1012200000.0ns,s1,2,1567
+1012200000.0ns,s1,3,659
+1012200000.0ns,s3,4,1175
+1012200000.0ns,s3,1,3861
+1012200000.0ns,s3,2,3
+1012200000.0ns,s4,2,2396
+1012200000.0ns,s4,3,3207
+1012200000.0ns,s27,0,6347
+1012200000.0ns,s27,1,8144
+1012300000.0ns,s1,1,2133
+1012300000.0ns,s1,2,1567
+1012300000.0ns,s1,3,659
+1012300000.0ns,s3,4,1321
+1012300000.0ns,s3,1,3861
+1012300000.0ns,s3,2,3
+1012300000.0ns,s4,2,2396
+1012300000.0ns,s4,3,3207
+1012300000.0ns,s27,0,6347
+1012300000.0ns,s27,1,8144
+1012400000.0ns,s1,1,2133
+1012400000.0ns,s1,2,1567
+1012400000.0ns,s1,3,659
+1012400000.0ns,s3,4,1353
+1012400000.0ns,s3,1,3861
+1012400000.0ns,s3,2,3
+1012400000.0ns,s4,2,2396
+1012400000.0ns,s4,3,3210
+1012400000.0ns,s27,0,6347
+1012400000.0ns,s27,1,8144
+1012500000.0ns,s1,1,2133
+1012500000.0ns,s1,2,1567
+1012500000.0ns,s1,3,659
+1012500000.0ns,s3,4,1353
+1012500000.0ns,s3,1,3970
+1012500000.0ns,s3,2,3
+1012500000.0ns,s4,2,2396
+1012500000.0ns,s4,3,3210
+1012500000.0ns,s27,0,6347
+1012500000.0ns,s27,1,8144
+1012600000.0ns,s1,1,2133
+1012600000.0ns,s1,2,1567
+1012600000.0ns,s1,3,659
+1012600000.0ns,s3,4,1354
+1012600000.0ns,s3,1,4147
+1012600000.0ns,s3,2,3
+1012600000.0ns,s4,2,2396
+1012600000.0ns,s4,3,3213
+1012600000.0ns,s27,0,6347
+1012600000.0ns,s27,1,8144
+1012700000.0ns,s1,1,2133
+1012700000.0ns,s1,2,1567
+1012700000.0ns,s1,3,659
+1012700000.0ns,s3,4,1389
+1012700000.0ns,s3,1,4152
+1012700000.0ns,s3,2,3
+1012700000.0ns,s4,2,2396
+1012700000.0ns,s4,3,3232
+1012700000.0ns,s27,0,6347
+1012700000.0ns,s27,1,8144
+1012800000.0ns,s1,1,2133
+1012800000.0ns,s1,2,1567
+1012800000.0ns,s1,3,659
+1012800000.0ns,s3,4,1389
+1012800000.0ns,s3,1,4152
+1012800000.0ns,s3,2,3
+1012800000.0ns,s4,2,2396
+1012800000.0ns,s4,3,3419
+1012800000.0ns,s27,0,6347
+1012800000.0ns,s27,1,8144
+1012900000.0ns,s1,1,2133
+1012900000.0ns,s1,2,1567
+1012900000.0ns,s1,3,659
+1012900000.0ns,s3,4,1389
+1012900000.0ns,s3,1,4152
+1012900000.0ns,s3,2,3
+1012900000.0ns,s4,2,2396
+1012900000.0ns,s4,3,3419
+1012900000.0ns,s27,0,6456
+1012900000.0ns,s27,1,8144
+1013000000.0ns,s1,1,2133
+1013000000.0ns,s1,2,1567
+1013000000.0ns,s1,3,659
+1013000000.0ns,s3,4,1389
+1013000000.0ns,s3,1,4152
+1013000000.0ns,s3,2,3
+1013000000.0ns,s4,2,2396
+1013000000.0ns,s4,3,3501
+1013000000.0ns,s27,0,6802
+1013000000.0ns,s27,1,8167
+1013100000.0ns,s1,1,2133
+1013100000.0ns,s1,2,1567
+1013100000.0ns,s1,3,659
+1013100000.0ns,s3,4,1499
+1013100000.0ns,s3,1,4152
+1013100000.0ns,s3,2,3
+1013100000.0ns,s4,2,2396
+1013100000.0ns,s4,3,4299
+1013100000.0ns,s27,0,6866
+1013100000.0ns,s27,1,8623
+1013200000.0ns,s1,1,2133
+1013200000.0ns,s1,2,1567
+1013200000.0ns,s1,3,659
+1013200000.0ns,s3,4,1534
+1013200000.0ns,s3,1,4152
+1013200000.0ns,s3,2,3
+1013200000.0ns,s4,2,2461
+1013200000.0ns,s4,3,4336
+1013200000.0ns,s27,0,6866
+1013200000.0ns,s27,1,9273
+1013200000.0ns,s42,0,313
+1013300000.0ns,s1,1,2266
+1013300000.0ns,s1,2,1567
+1013300000.0ns,s1,3,665
+1013300000.0ns,s3,4,2004
+1013300000.0ns,s3,1,4152
+1013300000.0ns,s3,2,12
+1013300000.0ns,s4,2,3089
+1013300000.0ns,s4,3,4336
+1013300000.0ns,s27,0,6885
+1013300000.0ns,s27,1,9876
+1013300000.0ns,s42,0,771
+1013400000.0ns,s1,1,2346
+1013400000.0ns,s1,2,1567
+1013400000.0ns,s1,3,682
+1013400000.0ns,s3,4,2787
+1013400000.0ns,s3,1,4920
+1013400000.0ns,s3,2,14
+1013400000.0ns,s4,2,3828
+1013400000.0ns,s4,3,4336
+1013400000.0ns,s27,0,7334
+1013400000.0ns,s27,1,9972
+1013400000.0ns,s42,0,777
+1013500000.0ns,s1,1,2360
+1013500000.0ns,s1,2,1625
+1013500000.0ns,s1,3,682
+1013500000.0ns,s3,4,2788
+1013500000.0ns,s3,1,5027
+1013500000.0ns,s3,2,17
+1013500000.0ns,s4,2,4234
+1013500000.0ns,s4,3,4597
+1013500000.0ns,s27,0,7453
+1013500000.0ns,s27,1,10094
+1013500000.0ns,s42,0,1439
+1013600000.0ns,s1,1,2384
+1013600000.0ns,s1,2,1631
+1013600000.0ns,s1,3,682
+1013600000.0ns,s3,4,2788
+1013600000.0ns,s3,1,5027
+1013600000.0ns,s3,2,17
+1013600000.0ns,s4,2,4797
+1013600000.0ns,s4,3,4873
+1013600000.0ns,s27,0,7729
+1013600000.0ns,s27,1,10170
+1013600000.0ns,s42,0,1784
+1013700000.0ns,s1,1,2765
+1013700000.0ns,s1,2,1631
+1013700000.0ns,s1,3,682
+1013700000.0ns,s3,4,2788
+1013700000.0ns,s3,1,5027
+1013700000.0ns,s3,2,17
+1013700000.0ns,s4,2,5615
+1013700000.0ns,s4,3,4873
+1013700000.0ns,s27,0,7729
+1013700000.0ns,s27,1,10170
+1013700000.0ns,s42,0,2064
+1013800000.0ns,s1,1,2765
+1013800000.0ns,s1,2,1631
+1013800000.0ns,s1,3,682
+1013800000.0ns,s3,4,2911
+1013800000.0ns,s3,1,5027
+1013800000.0ns,s3,2,48
+1013800000.0ns,s4,2,5928
+1013800000.0ns,s4,3,4874
+1013800000.0ns,s27,0,7729
+1013800000.0ns,s27,1,10170
+1013800000.0ns,s42,0,2064
+1013900000.0ns,s1,1,3341
+1013900000.0ns,s1,2,1732
+1013900000.0ns,s1,3,683
+1013900000.0ns,s3,4,2982
+1013900000.0ns,s3,1,5027
+1013900000.0ns,s3,2,48
+1013900000.0ns,s4,2,5928
+1013900000.0ns,s4,3,4874
+1013900000.0ns,s27,0,7729
+1013900000.0ns,s27,1,10170
+1013900000.0ns,s42,0,2429
+1014000000.0ns,s1,1,4182
+1014000000.0ns,s1,2,1733
+1014000000.0ns,s1,3,689
+1014000000.0ns,s3,4,2985
+1014000000.0ns,s3,1,5027
+1014000000.0ns,s3,2,48
+1014000000.0ns,s4,2,5928
+1014000000.0ns,s4,3,4874
+1014000000.0ns,s27,0,7729
+1014000000.0ns,s27,1,10170
+1014000000.0ns,s42,0,3270
+1014100000.0ns,s1,1,4679
+1014100000.0ns,s1,2,1746
+1014100000.0ns,s1,3,689
+1014100000.0ns,s3,4,3233
+1014100000.0ns,s3,1,5038
+1014100000.0ns,s3,2,48
+1014100000.0ns,s4,2,6274
+1014100000.0ns,s4,3,4874
+1014100000.0ns,s10,2,74
+1014100000.0ns,s10,3,199
+1014100000.0ns,s27,0,7729
+1014100000.0ns,s27,1,10170
+1014100000.0ns,s42,0,4617
+1014200000.0ns,s1,1,4679
+1014200000.0ns,s1,2,1746
+1014200000.0ns,s1,3,755
+1014200000.0ns,s3,4,3236
+1014200000.0ns,s3,1,5038
+1014200000.0ns,s3,2,125
+1014200000.0ns,s4,2,7114
+1014200000.0ns,s4,3,4874
+1014200000.0ns,s10,2,74
+1014200000.0ns,s10,3,199
+1014200000.0ns,s27,0,7729
+1014200000.0ns,s27,1,10170
+1014200000.0ns,s42,0,6151
+1014300000.0ns,s1,1,4679
+1014300000.0ns,s1,2,1773
+1014300000.0ns,s1,3,760
+1014300000.0ns,s3,4,3442
+1014300000.0ns,s3,1,5038
+1014300000.0ns,s3,2,142
+1014300000.0ns,s4,2,7129
+1014300000.0ns,s4,3,4874
+1014300000.0ns,s10,2,74
+1014300000.0ns,s10,3,199
+1014300000.0ns,s27,0,7729
+1014300000.0ns,s27,1,10170
+1014300000.0ns,s42,0,7594
+1014400000.0ns,s1,1,4679
+1014400000.0ns,s1,2,1810
+1014400000.0ns,s1,3,816
+1014400000.0ns,s3,4,3784
+1014400000.0ns,s3,1,5038
+1014400000.0ns,s3,2,142
+1014400000.0ns,s4,2,7129
+1014400000.0ns,s4,3,5055
+1014400000.0ns,s10,2,74
+1014400000.0ns,s10,3,200
+1014400000.0ns,s27,0,7729
+1014400000.0ns,s27,1,10170
+1014400000.0ns,s42,0,8834
+1014500000.0ns,s1,1,4687
+1014500000.0ns,s1,2,1979
+1014500000.0ns,s1,3,816
+1014500000.0ns,s3,4,3832
+1014500000.0ns,s3,1,5073
+1014500000.0ns,s3,2,142
+1014500000.0ns,s4,2,7129
+1014500000.0ns,s4,3,5086
+1014500000.0ns,s10,2,74
+1014500000.0ns,s10,3,200
+1014500000.0ns,s27,0,7729
+1014500000.0ns,s27,1,10170
+1014500000.0ns,s42,0,10048
+1014600000.0ns,s1,1,4687
+1014600000.0ns,s1,2,2495
+1014600000.0ns,s1,3,816
+1014600000.0ns,s3,4,3834
+1014600000.0ns,s3,1,5075
+1014600000.0ns,s3,2,142
+1014600000.0ns,s4,2,7129
+1014600000.0ns,s4,3,5086
+1014600000.0ns,s10,2,74
+1014600000.0ns,s10,3,200
+1014600000.0ns,s27,0,7729
+1014600000.0ns,s27,1,10170
+1014600000.0ns,s42,0,10889
+1014700000.0ns,s1,1,5461
+1014700000.0ns,s1,2,2561
+1014700000.0ns,s1,3,1156
+1014700000.0ns,s3,4,3834
+1014700000.0ns,s3,1,5078
+1014700000.0ns,s3,2,260
+1014700000.0ns,s4,2,7129
+1014700000.0ns,s4,3,5086
+1014700000.0ns,s10,2,74
+1014700000.0ns,s10,3,200
+1014700000.0ns,s27,0,7729
+1014700000.0ns,s27,1,10170
+1014700000.0ns,s42,0,12593
+1014800000.0ns,s1,1,5465
+1014800000.0ns,s1,2,3398
+1014800000.0ns,s1,3,1996
+1014800000.0ns,s3,4,3835
+1014800000.0ns,s3,1,5078
+1014800000.0ns,s3,2,1100
+1014800000.0ns,s4,2,7129
+1014800000.0ns,s4,3,5086
+1014800000.0ns,s10,2,74
+1014800000.0ns,s10,3,200
+1014800000.0ns,s27,0,7729
+1014800000.0ns,s27,1,10170
+1014800000.0ns,s42,0,12942
+1014900000.0ns,s1,1,5465
+1014900000.0ns,s1,2,4239
+1014900000.0ns,s1,3,2836
+1014900000.0ns,s3,4,4074
+1014900000.0ns,s3,1,5078
+1014900000.0ns,s3,2,1729
+1014900000.0ns,s4,2,7322
+1014900000.0ns,s4,3,5086
+1014900000.0ns,s10,2,74
+1014900000.0ns,s10,3,200
+1014900000.0ns,s27,0,7729
+1014900000.0ns,s27,1,10170
+1014900000.0ns,s42,0,13954
+1015000000.0ns,s1,1,6290
+1015000000.0ns,s1,2,4253
+1015000000.0ns,s1,3,3360
+1015000000.0ns,s3,4,4915
+1015000000.0ns,s3,1,5078
+1015000000.0ns,s3,2,1729
+1015000000.0ns,s4,2,7322
+1015000000.0ns,s4,3,5087
+1015000000.0ns,s10,2,74
+1015000000.0ns,s10,3,200
+1015000000.0ns,s27,0,7729
+1015000000.0ns,s27,1,10170
+1015000000.0ns,s42,0,14932
+1015100000.0ns,s1,1,6631
+1015100000.0ns,s1,2,4903
+1015100000.0ns,s1,3,3391
+1015100000.0ns,s3,4,5755
+1015100000.0ns,s3,1,5298
+1015100000.0ns,s3,2,1729
+1015100000.0ns,s4,2,7340
+1015100000.0ns,s4,3,5087
+1015100000.0ns,s10,2,74
+1015100000.0ns,s10,3,200
+1015100000.0ns,s27,0,7729
+1015100000.0ns,s27,1,10170
+1015100000.0ns,s42,0,15775
+1015200000.0ns,s1,1,6634
+1015200000.0ns,s1,2,5528
+1015200000.0ns,s1,3,3391
+1015200000.0ns,s3,4,6595
+1015200000.0ns,s3,1,5298
+1015200000.0ns,s3,2,1729
+1015200000.0ns,s4,2,7407
+1015200000.0ns,s4,3,5087
+1015200000.0ns,s10,2,74
+1015200000.0ns,s10,3,200
+1015200000.0ns,s27,0,7729
+1015200000.0ns,s27,1,10170
+1015200000.0ns,s42,0,17030
+1015300000.0ns,s1,1,6671
+1015300000.0ns,s1,2,5879
+1015300000.0ns,s1,3,3391
+1015300000.0ns,s3,4,7226
+1015300000.0ns,s3,1,5896
+1015300000.0ns,s3,2,2080
+1015300000.0ns,s4,2,7407
+1015300000.0ns,s4,3,5088
+1015300000.0ns,s10,2,74
+1015300000.0ns,s10,3,386
+1015300000.0ns,s12,2,304
+1015300000.0ns,s27,0,7729
+1015300000.0ns,s27,1,10170
+1015300000.0ns,s42,0,18724
+1015400000.0ns,s1,1,6682
+1015400000.0ns,s1,2,6718
+1015400000.0ns,s1,3,3614
+1015400000.0ns,s3,4,7226
+1015400000.0ns,s3,1,6736
+1015400000.0ns,s3,2,2702
+1015400000.0ns,s4,2,7407
+1015400000.0ns,s4,3,5269
+1015400000.0ns,s10,2,74
+1015400000.0ns,s10,3,1226
+1015400000.0ns,s12,2,1145
+1015400000.0ns,s27,0,7729
+1015400000.0ns,s27,1,10170
+1015400000.0ns,s42,0,20885
+1015500000.0ns,s1,1,6683
+1015500000.0ns,s1,2,7268
+1015500000.0ns,s1,3,3927
+1015500000.0ns,s3,4,7227
+1015500000.0ns,s3,1,7575
+1015500000.0ns,s3,2,3542
+1015500000.0ns,s4,2,7407
+1015500000.0ns,s4,3,5616
+1015500000.0ns,s10,2,374
+1015500000.0ns,s10,3,1665
+1015500000.0ns,s12,2,1985
+1015500000.0ns,s27,0,7729
+1015500000.0ns,s27,1,10170
+1015500000.0ns,s42,0,21838
+1015600000.0ns,s1,1,6684
+1015600000.0ns,s1,2,7828
+1015600000.0ns,s1,3,4208
+1015600000.0ns,s3,4,7227
+1015600000.0ns,s3,1,8416
+1015600000.0ns,s3,2,4382
+1015600000.0ns,s4,2,7407
+1015600000.0ns,s4,3,5616
+1015600000.0ns,s10,2,1214
+1015600000.0ns,s10,3,1665
+1015600000.0ns,s12,2,2825
+1015600000.0ns,s27,0,7729
+1015600000.0ns,s27,1,10170
+1015600000.0ns,s42,0,22575
+1015700000.0ns,s1,1,6684
+1015700000.0ns,s1,2,8226
+1015700000.0ns,s1,3,5048
+1015700000.0ns,s3,4,7467
+1015700000.0ns,s3,1,9217
+1015700000.0ns,s3,2,4804
+1015700000.0ns,s4,2,7407
+1015700000.0ns,s4,3,5616
+1015700000.0ns,s10,2,2055
+1015700000.0ns,s10,3,1665
+1015700000.0ns,s12,2,3666
+1015700000.0ns,s27,0,7729
+1015700000.0ns,s27,1,10170
+1015700000.0ns,s42,0,23139
+1015800000.0ns,s1,1,7404
+1015800000.0ns,s1,2,8346
+1015800000.0ns,s1,3,5759
+1015800000.0ns,s3,4,7645
+1015800000.0ns,s3,1,10054
+1015800000.0ns,s3,2,4806
+1015800000.0ns,s4,2,7407
+1015800000.0ns,s4,3,5616
+1015800000.0ns,s10,2,2461
+1015800000.0ns,s10,3,2100
+1015800000.0ns,s12,2,4506
+1015800000.0ns,s27,0,7729
+1015800000.0ns,s27,1,10170
+1015800000.0ns,s42,0,23982
+1015900000.0ns,s1,1,7424
+1015900000.0ns,s1,2,9185
+1015900000.0ns,s1,3,5904
+1015900000.0ns,s3,4,7645
+1015900000.0ns,s3,1,10895
+1015900000.0ns,s3,2,4806
+1015900000.0ns,s4,2,7407
+1015900000.0ns,s4,3,5618
+1015900000.0ns,s10,2,2514
+1015900000.0ns,s10,3,2780
+1015900000.0ns,s12,2,4699
+1015900000.0ns,s12,3,648
+1015900000.0ns,s27,0,7729
+1015900000.0ns,s27,1,10170
+1015900000.0ns,s42,0,24797
+1016000000.0ns,s1,1,7647
+1016000000.0ns,s1,2,9940
+1016000000.0ns,s1,3,5904
+1016000000.0ns,s3,4,8093
+1016000000.0ns,s3,1,11287
+1016000000.0ns,s3,2,4806
+1016000000.0ns,s4,2,7517
+1016000000.0ns,s4,3,5767
+1016000000.0ns,s10,2,2518
+1016000000.0ns,s10,3,2976
+1016000000.0ns,s12,2,4699
+1016000000.0ns,s12,3,1281
+1016000000.0ns,s27,0,7729
+1016000000.0ns,s27,1,10170
+1016000000.0ns,s42,0,25935
+1016100000.0ns,s1,1,7898
+1016100000.0ns,s1,2,10352
+1016100000.0ns,s1,3,5922
+1016100000.0ns,s3,4,8093
+1016100000.0ns,s3,1,12127
+1016100000.0ns,s3,2,4880
+1016100000.0ns,s4,2,7517
+1016100000.0ns,s4,3,6399
+1016100000.0ns,s10,2,2937
+1016100000.0ns,s10,3,2976
+1016100000.0ns,s12,2,4699
+1016100000.0ns,s12,3,1354
+1016100000.0ns,s27,0,7729
+1016100000.0ns,s27,1,10170
+1016100000.0ns,s42,0,27322
+1016200000.0ns,s1,1,8279
+1016200000.0ns,s1,2,10508
+1016200000.0ns,s1,3,5954
+1016200000.0ns,s3,4,8423
+1016200000.0ns,s3,1,12638
+1016200000.0ns,s3,2,4895
+1016200000.0ns,s4,2,7517
+1016200000.0ns,s4,3,6400
+1016200000.0ns,s10,2,3706
+1016200000.0ns,s10,3,2976
+1016200000.0ns,s12,2,4699
+1016200000.0ns,s12,3,1504
+1016200000.0ns,s27,0,7729
+1016200000.0ns,s27,1,10170
+1016200000.0ns,s42,0,28803
+1016300000.0ns,s1,1,9120
