Time,Node,PortIndex,DropPacket
+1003900000.0ns,s34,0,294
+1003900000.0ns,s34,1,312
+1003900000.0ns,s34,2,309
+1003900000.0ns,s34,3,316
+1004000000.0ns,s34,0,753
+1004000000.0ns,s34,1,611
+1004000000.0ns,s34,2,598
+1004000000.0ns,s34,3,700
+1004100000.0ns,s34,0,1115
+1004100000.0ns,s34,1,906
+1004100000.0ns,s34,2,904
+1004100000.0ns,s34,3,1054
+1004200000.0ns,s34,0,1214
+1004200000.0ns,s34,1,1087
+1004200000.0ns,s34,2,980
+1004200000.0ns,s34,3,1230
+1004300000.0ns,s34,0,1214
+1004300000.0ns,s34,1,1087
+1004300000.0ns,s34,2,980
+1004300000.0ns,s34,3,1230
+1004400000.0ns,s34,0,1214
+1004400000.0ns,s34,1,1087
+1004400000.0ns,s34,2,980
+1004400000.0ns,s34,3,1230
+1004500000.0ns,s34,0,1214
+1004500000.0ns,s34,1,1087
+1004500000.0ns,s34,2,980
+1004500000.0ns,s34,3,1230
+1004600000.0ns,s34,0,1214
+1004600000.0ns,s34,1,1087
+1004600000.0ns,s34,2,980
+1004600000.0ns,s34,3,1230
+1004700000.0ns,s34,0,1214
+1004700000.0ns,s34,1,1087
+1004700000.0ns,s34,2,980
+1004700000.0ns,s34,3,1230
+1004800000.0ns,s34,0,1214
+1004800000.0ns,s34,1,1087
+1004800000.0ns,s34,2,980
+1004800000.0ns,s34,3,1230
+1004900000.0ns,s21,0,213
+1004900000.0ns,s21,1,317
+1004900000.0ns,s34,0,1214
+1004900000.0ns,s34,1,1087
+1004900000.0ns,s34,2,980
+1004900000.0ns,s34,3,1230
+1005000000.0ns,s6,2,402
+1005000000.0ns,s6,3,136
+1005000000.0ns,s21,0,256
+1005000000.0ns,s21,1,357
+1005000000.0ns,s21,3,39
+1005000000.0ns,s34,0,1214
+1005000000.0ns,s34,1,1087
+1005000000.0ns,s34,2,980
+1005000000.0ns,s34,3,1230
+1005100000.0ns,s6,2,843
+1005100000.0ns,s6,3,535
+1005100000.0ns,s21,0,293
+1005100000.0ns,s21,1,578
+1005100000.0ns,s21,3,39
+1005100000.0ns,s34,0,1214
+1005100000.0ns,s34,1,1087
