FromNode,ToNode,SourcePort,DestinationPort,Size,Priority,StartTime,EndTime,Duration
h13,h20,2,1,54747,0,+1000258983.0ns,+1000678736.0ns,419753
h8,h22,2,1,25891,0,+1000282732.0ns,+1000697853.0ns,415121
h6,h23,2,1,75678,0,+1000406071.0ns,+1000829430.0ns,423359
h3,h23,2,1,51138,0,+1000426903.0ns,+1000852437.0ns,425534
h4,h23,2,1,1579544,0,+1000234405.0ns,+1000912991.0ns,678586
h16,h23,2,1,3332655,0,+1000225577.0ns,+1001050623.0ns,825046
h12,h23,2,1,30662,0,+1000549606.0ns,+1001088296.0ns,538690
h5,h22,2,1,67676,0,+1000560081.0ns,+1001104926.0ns,544845
h15,h22,2,1,74158,0,+1000753576.0ns,+1001176592.0ns,423016
h10,h21,2,2,28183,0,+1000767989.0ns,+1001183415.0ns,415426
h9,h22,2,1,1837985,0,+1000506454.0ns,+1001205432.0ns,698978
h10,h21,2,1,171512,0,+1000684958.0ns,+1001215932.0ns,530974
h14,h22,2,1,346951,0,+1001102854.0ns,+1001544350.0ns,441496
h2,h21,2,1,25050,0,+1001109773.0ns,+1001604624.0ns,494851
h5,h20,2,1,1558042,0,+1001059906.0ns,+1001719991.0ns,660085
h6,h21,2,1,5579491,0,+1000696516.0ns,+1001741267.0ns,1044751
h12,h23,2,2,32029,0,+1001450769.0ns,+1001865517.0ns,414748
h14,h23,2,1,57885,0,+1001609925.0ns,+1002035816.0ns,425891
h13,h22,2,1,66648,0,+1001559044.0ns,+1002049397.0ns,490353
h13,h21,2,1,6713,0,+1001559938.0ns,+1002064692.0ns,504754
h15,h23,2,1,871871,0,+1001491964.0ns,+1002071262.0ns,579298
h1,h20,2,1,1298317,0,+1001455526.0ns,+1002220819.0ns,765293
h1,h23,2,1,287095,0,+1001853605.0ns,+1002476208.0ns,622603
h6,h22,2,1,5696161,0,+1001142000.0ns,+1002576903.0ns,1434903
h6,h20,2,1,2306517,0,+1001378070.0ns,+1002618863.0ns,1240793
h11,h23,2,1,112055,0,+1002175176.0ns,+1002692820.0ns,517644
h8,h23,2,1,26049,0,+1002101141.0ns,+1002701838.0ns,600697
h3,h22,2,1,5154710,0,+1001450688.0ns,+1003061577.0ns,1610889
h1,h22,2,1,936,0,+1002238203.0ns,+1003108661.0ns,870458
h8,h22,2,2,49764,0,+1002314405.0ns,+1003136196.0ns,821791
h9,h21,2,1,1197046,0,+1002298697.0ns,+1003264505.0ns,965808
h3,h22,2,2,4965148,0,+1001461750.0ns,+1003341468.0ns,1879718
h7,h21,2,1,71594,0,+1002477062.0ns,+1003424308.0ns,947246
h1,h20,2,2,67771,0,+1002072328.0ns,+1003455054.0ns,1382726
h16,h20,2,1,2150834,0,+1002107075.0ns,+1003542686.0ns,1435611
h8,h23,2,2,24391,0,+1002616166.0ns,+1003744413.0ns,1128247
h11,h22,2,1,5929360,0,+1001867468.0ns,+1003821290.0ns,1953822
h13,h23,2,1,144304,0,+1002747903.0ns,+1003892695.0ns,1144792
h12,h21,2,1,76,0,+1002445767.0ns,+1003990514.0ns,1544747
h1,h22,2,2,18213,0,+1002702999.0ns,+1004042454.0ns,1339455
h13,h20,2,2,3959297,0,+1002092193.0ns,+1004182352.0ns,2090159
h9,h21,2,2,745225,0,+1002364304.0ns,+1004209257.0ns,1844953
h2,h20,2,1,35040,0,+1002678082.0ns,+1004402053.0ns,1723971
h8,h22,2,3,5363,0,+1003236391.0ns,+1004646452.0ns,1410061
h10,h21,2,3,34010,0,+1003286259.0ns,+1004659771.0ns,1373512
h7,h22,2,1,2095384,0,+1003103929.0ns,+1004731789.0ns,1627860
