FromNode,ToNode,SourcePort,DestinationPort,Size,Priority,StartTime,EndTime,Duration
h25,h18,3,1,61668,0,+1003228149.0ns,+1003243626.0ns,15477
h31,h19,3,2,4303111,0,+1002708493.0ns,+1003243811.0ns,535318
h9,h2,1,1,61668,0,+1003228149.0ns,+1003244875.0ns,16726
h1,h14,1,1,165191,0,+1003218726.0ns,+1003252272.0ns,33546
h19,h17,3,1,5491,0,+1003307813.0ns,+1003312634.0ns,4821
h3,h1,1,1,5491,0,+1003307813.0ns,+1003312886.0ns,5073
h18,h32,3,1,4945193,0,+1002884709.0ns,+1003314106.0ns,429397
h12,h3,1,1,4028083,0,+1001479391.0ns,+1003332115.0ns,1852724
h9,h12,1,1,1576039,0,+1002611543.0ns,+1003339401.0ns,727858
h12,h21,2,1,76,0,+1002445767.0ns,+1003351742.0ns,905975
h22,h23,3,1,69948,0,+1003342332.0ns,+1003358117.0ns,15785
h6,h7,1,1,69948,0,+1003342332.0ns,+1003360923.0ns,18591
h20,h19,3,1,24303,0,+1003394261.0ns,+1003400472.0ns,6211
h4,h3,1,1,24303,0,+1003394261.0ns,+1003402442.0ns,8181
h9,h21,2,2,745225,0,+1002364304.0ns,+1003402635.0ns,1038331
h11,h22,2,1,5929360,0,+1001867468.0ns,+1003431829.0ns,1564361
h19,h22,3,1,182516,0,+1003194163.0ns,+1003436793.0ns,242630
h1,h22,2,2,18213,0,+1002702999.0ns,+1003443886.0ns,740887
h6,h20,2,1,2306517,0,+1001378070.0ns,+1003466492.0ns,2088422
h4,h13,1,1,7345273,0,+1001990362.0ns,+1003477937.0ns,1487575
h7,h4,1,2,7808,0,+1003479726.0ns,+1003504836.0ns,25110
h3,h20,2,1,23861,0,+1002824557.0ns,+1003517365.0ns,692808
h15,h20,2,1,2745349,0,+1002354889.0ns,+1003521634.0ns,1166745
h2,h16,1,1,4945193,0,+1002884709.0ns,+1003522156.0ns,637447
h3,h22,2,2,4965148,0,+1001461750.0ns,+1003522689.0ns,2060939
h11,h2,1,1,1933250,0,+1003307704.0ns,+1003539563.0ns,231859
h13,h20,2,2,3959297,0,+1002092193.0ns,+1003587268.0ns,1495075
h2,h1,1,1,22046,0,+1003604167.0ns,+1003608129.0ns,3962
h18,h17,3,1,22046,0,+1003604167.0ns,+1003608133.0ns,3966
h27,h18,3,1,1933250,0,+1003307704.0ns,+1003616475.0ns,308771
h28,h22,3,1,1065614,0,+1002038895.0ns,+1003652161.0ns,1613266
h8,h22,2,3,5363,0,+1003236391.0ns,+1003662089.0ns,425698
h23,h20,3,2,7808,0,+1003479726.0ns,+1003696820.0ns,217094
h20,h29,3,2,3352327,0,+1003381913.0ns,+1003699130.0ns,317217
h12,h6,1,2,36507,0,+1003696060.0ns,+1003708641.0ns,12581
h12,h8,1,2,3484578,0,+1003096044.0ns,+1003718166.0ns,622122
h19,h32,3,1,6707,0,+1003713982.0ns,+1003721487.0ns,7505
h19,h23,3,2,9757,0,+1003723963.0ns,+1003732083.0ns,8120
h10,h21,2,3,34010,0,+1003286259.0ns,+1003736680.0ns,450421
h28,h24,3,2,3484578,0,+1003096044.0ns,+1003737372.0ns,641328
h2,h20,2,1,35040,0,+1002678082.0ns,+1003750185.0ns,1072103
h28,h22,3,2,36507,0,+1003696060.0ns,+1003759454.0ns,63394
h14,h4,1,1,681963,0,+1003255848.0ns,+1003762328.0ns,506480
h11,h4,1,1,302264,0,+1003328827.0ns,+1003787824.0ns,458997
h5,h4,1,2,441178,0,+1003352976.0ns,+1003819236.0ns,466260
h18,h17,3,2,3015,0,+1003830636.0ns,+1003833010.0ns,2374
h2,h1,1,2,3015,0,+1003830636.0ns,+1003833010.0ns,2374
h7,h22,2,1,2095384,0,+1003103929.0ns,+1003851845.0ns,747916
h15,h22,2,3,74909,0,+1003370235.0ns,+1003879494.0ns,509259
h29,h19,3,1,1779,0,+1003877470.0ns,+1003884268.0ns,6798
h13,h3,1,1,1779,0,+1003877470.0ns,+1003884369.0ns,6899
h23,h19,3,2,87196,0,+1003871219.0ns,+1003885539.0ns,14320
h14,h20,2,1,61069,0,+1003191666.0ns,+1003898428.0ns,706762
h7,h3,1,2,87196,0,+1003871219.0ns,+1003901244.0ns,30025
h14,h4,1,2,155198,0,+1003850118.0ns,+1003916324.0ns,66206
h30,h20,3,2,155198,0,+1003850118.0ns,+1003919121.0ns,69003
h2,h6,1,1,158776,0,+1003890994.0ns,+1003923776.0ns,32782
h22,h18,3,2,48241,0,+1003901911.0ns,+1003926275.0ns,24364
h6,h2,1,2,48241,0,+1003901911.0ns,+1003928191.0ns,26280
h18,h22,3,1,158776,0,+1003890994.0ns,+1003933221.0ns,42227
h17,h31,3,2,44027,0,+1003921964.0ns,+1003937002.0ns,15038
h21,h30,3,1,250707,0,+1003884294.0ns,+1003937733.0ns,53439
h5,h14,1,1,250707,0,+1003884294.0ns,+1003946530.0ns,62236
h10,h12,1,1,479999,0,+1003879896.0ns,+1003948037.0ns,68141
h26,h20,3,1,2426,0,+1003928736.0ns,+1003949219.0ns,20483
h10,h4,1,1,2426,0,+1003928736.0ns,+1003950801.0ns,22065
h1,h2,1,1,981365,0,+1003828629.0ns,+1003956995.0ns,128366
h30,h29,3,1,1442,0,+1003958019.0ns,+1003960376.0ns,2357
h14,h13,1,1,1442,0,+1003958019.0ns,+1003960460.0ns,2441
h17,h18,3,1,981365,0,+1003828629.0ns,+1003963351.0ns,134722
h21,h24,3,1,844713,0,+1003873778.0ns,+1003975823.0ns,102045
h30,h25,3,3,16994,0,+1003976352.0ns,+1003986227.0ns,9875
h9,h12,1,2,8259,0,+1004000423.0ns,+1004006166.0ns,5743
h5,h8,1,1,844713,0,+1003873778.0ns,+1004008955.0ns,135177
h18,h32,3,2,21057,0,+1004004860.0ns,+1004013449.0ns,8589
h25,h28,3,2,8259,0,+1004000423.0ns,+1004022853.0ns,22430
h21,h18,3,2,1518,0,+1004021648.0ns,+1004028371.0ns,6723
h5,h2,1,2,1518,0,+1004021648.0ns,+1004028442.0ns,6794
h22,h23,3,2,1945829,0,+1003690968.0ns,+1004036479.0ns,345511
h8,h4,1,1,3273806,0,+1002836582.0ns,+1004102855.0ns,1266273
h25,h22,3,1,55912,0,+1004101883.0ns,+1004116243.0ns,14360
h9,h6,1,1,55912,0,+1004101883.0ns,+1004117541.0ns,15658
h17,h22,3,1,6766,0,+1004118751.0ns,+1004126289.0ns,7538
h21,h20,3,2,441178,0,+1003352976.0ns,+1004147857.0ns,794881
h9,h11,1,1,6648745,0,+1002884823.0ns,+1004155448.0ns,1270625
h29,h27,3,2,25991,0,+1004130489.0ns,+1004155647.0ns,25158
h6,h7,1,2,1945829,0,+1003690968.0ns,+1004189073.0ns,498105
h17,h28,3,1,1314892,0,+1003403207.0ns,+1004191138.0ns,787931
h25,h20,3,1,22082,0,+1004186595.0ns,+1004198884.0ns,12289
h9,h4,1,1,22082,0,+1004186595.0ns,+1004207765.0ns,21170
h9,h6,1,2,40058,0,+1004213885.0ns,+1004223962.0ns,10077
h25,h22,3,2,40058,0,+1004213885.0ns,+1004225854.0ns,11969
h26,h17,3,1,16063,0,+1004248373.0ns,+1004257481.0ns,9108
h10,h1,1,1,16063,0,+1004248373.0ns,+1004258458.0ns,10085
h4,h13,1,2,3352327,0,+1003381913.0ns,+1004264572.0ns,882659
h18,h31,3,1,575405,0,+1004207486.0ns,+1004272891.0ns,65405
h6,h2,1,1,9757597,0,+1001166940.0ns,+1004290322.0ns,3123382
h20,h25,3,1,5715429,0,+1003854180.0ns,+1004343792.0ns,489612
h3,h12,1,2,4851169,0,+1003137312.0ns,+1004358564.0ns,1221252
h6,h16,1,2,73916,0,+1004376989.0ns,+1004395681.0ns,18692
h22,h32,3,2,73916,0,+1004376989.0ns,+1004395787.0ns,18798
h27,h30,3,1,2625,0,+1004427734.0ns,+1004434546.0ns,6812
h11,h14,1,1,2625,0,+1004427734.0ns,+1004434546.0ns,6812
h15,h3,1,2,4303111,0,+1002708493.0ns,+1004434580.0ns,1726087
h1,h4,1,3,2348861,0,+1003091665.0ns,+1004444237.0ns,1352572
h10,h12,1,2,6728,0,+1004439588.0ns,+1004444508.0ns,4920
h26,h28,3,2,6728,0,+1004439588.0ns,+1004444857.0ns,5269
h14,h9,1,3,16994,0,+1003976352.0ns,+1004446844.0ns,470492
h3,h16,1,1,6707,0,+1003713982.0ns,+1004450081.0ns,736099
h3,h7,1,2,9757,0,+1003723963.0ns,+1004466351.0ns,742388
h13,h11,1,2,25991,0,+1004130489.0ns,+1004490272.0ns,359783
h26,h28,3,1,479999,0,+1003879896.0ns,+1004495182.0ns,615286
h15,h4,1,1,9824303,0,+1001697296.0ns,+1004507991.0ns,2810695
h30,h20,3,1,681963,0,+1003255848.0ns,+1004556755.0ns,1300907
h31,h22,3,1,2434005,0,+1002061786.0ns,+1004556995.0ns,2495209
h1,h15,1,2,44027,0,+1003921964.0ns,+1004589391.0ns,667427
h4,h9,1,2,19871,0,+1004590326.0ns,+1004598595.0ns,8269
h20,h25,3,2,19871,0,+1004590326.0ns,+1004599205.0ns,8879
h2,h16,1,2,21057,0,+1004004860.0ns,+1004603739.0ns,598879
h1,h6,1,1,6766,0,+1004118751.0ns,+1004606899.0ns,488148
h22,h21,3,4,41711,0,+1004596371.0ns,+1004608758.0ns,12387
h6,h5,1,4,41711,0,+1004596371.0ns,+1004608760.0ns,12389
h3,h4,1,1,2477392,0,+1003697066.0ns,+1004632146.0ns,935080
h7,h4,1,1,18523650,0,+1000698894.0ns,+1004709243.0ns,4010349
h19,h28,3,2,4851169,0,+1003137312.0ns,+1004722682.0ns,1585370
h2,h11,1,2,13884,0,+1004722063.0ns,+1004730759.0ns,8696
h18,h27,3,2,13884,0,+1004722063.0ns,+1004731441.0ns,9378
h19,h20,3,1,2477392,0,+1003697066.0ns,+1004779926.0ns,1082860
h11,h20,2,1,7270,0,+1003446752.0ns,+1004810872.0ns,1364120
h31,h22,3,2,2022397,0,+1004014099.0ns,+1004819155.0ns,805056
h13,h23,2,2,116458,0,+1003470959.0ns,+1004856784.0ns,1385825
h8,h5,1,1,3870,0,+1004852099.0ns,+1004857318.0ns,5219
h17,h20,3,3,2348861,0,+1003091665.0ns,+1004864561.0ns,1772896
h24,h21,3,1,3870,0,+1004852099.0ns,+1004865382.0ns,13283
h4,h21,2,1,225485,0,+1003573742.0ns,+1004894386.0ns,1320644
h10,h12,1,3,38462,0,+1004882064.0ns,+1004896955.0ns,14891
