FromNode,ToNode,SourcePort,DestinationPort,Size,Priority,StartTime,EndTime,Duration
h13,h18,2,1,54747,0,+1000258983.0ns,+1000676688.0ns,417705
h8,h25,2,1,25891,0,+1000282732.0ns,+1000695769.0ns,413037
h4,h30,2,1,1579544,0,+1000234405.0ns,+1000773086.0ns,538681
h6,h32,2,1,75678,0,+1000406071.0ns,+1000821178.0ns,415107
h3,h29,2,1,51138,0,+1000426903.0ns,+1000844122.0ns,417219
h16,h29,2,1,3332655,0,+1000225577.0ns,+1000919160.0ns,693583
h12,h32,2,1,30662,0,+1000549606.0ns,+1000960991.0ns,411385
h5,h28,2,1,67676,0,+1000560081.0ns,+1000974506.0ns,414425
h9,h26,2,1,1837985,0,+1000506454.0ns,+1001066369.0ns,559915
h10,h23,2,1,171512,0,+1000684958.0ns,+1001107918.0ns,422960
h15,h26,2,1,74158,0,+1000753576.0ns,+1001168535.0ns,414959
h10,h21,2,1,28183,0,+1000767989.0ns,+1001181490.0ns,413501
h2,h21,2,1,25050,0,+1001109773.0ns,+1001527224.0ns,417451
h14,h25,2,1,346951,0,+1001102854.0ns,+1001556453.0ns,453599
h6,h21,2,1,5579491,0,+1000696516.0ns,+1001697910.0ns,1001394
h5,h20,2,1,1558042,0,+1001059906.0ns,+1001726439.0ns,666533
h12,h32,2,2,32029,0,+1001450769.0ns,+1001867862.0ns,417093
h13,h23,2,1,6713,0,+1001559938.0ns,+1001971711.0ns,411773
h13,h27,2,1,66648,0,+1001559044.0ns,+1001979965.0ns,420921
h14,h32,2,1,57885,0,+1001609925.0ns,+1002034364.0ns,424439
h15,h30,2,1,871871,0,+1001491964.0ns,+1002133326.0ns,641362
h1,h20,2,1,1298317,0,+1001455526.0ns,+1002167291.0ns,711765
h6,h19,2,1,2306517,0,+1001378070.0ns,+1002194362.0ns,816292
h6,h26,2,1,5696161,0,+1001142000.0ns,+1002257447.0ns,1115447
h1,h31,2,1,287095,0,+1001853605.0ns,+1002336817.0ns,483212
h1,h17,2,1,67771,0,+1002072328.0ns,+1002533603.0ns,461275
h8,h29,2,1,26049,0,+1002101141.0ns,+1002585874.0ns,484733
h11,h32,2,1,112055,0,+1002175176.0ns,+1002998033.0ns,822857
h3,h28,2,1,4965148,0,+1001461750.0ns,+1003052999.0ns,1591249
h11,h25,2,1,5929360,0,+1001867468.0ns,+1003200697.0ns,1333229
h1,h27,2,1,936,0,+1002238203.0ns,+1003215338.0ns,977135
h11,h19,2,1,7270,0,+1003446752.0ns,+1004000707.0ns,553955
h3,h27,2,1,5154710,0,+1001450688.0ns,+1004001461.0ns,2550773
h6,h25,2,1,60382,0,+1003599349.0ns,+1004028834.0ns,429485
h12,h24,2,1,76,0,+1002445767.0ns,+1004069881.0ns,1624114
h16,h17,2,1,2150834,0,+1002107075.0ns,+1004088904.0ns,1981829
h9,h23,2,1,745225,0,+1002364304.0ns,+1004107580.0ns,1743276
h8,h27,2,1,49764,0,+1002314405.0ns,+1004117144.0ns,1802739
h2,h19,2,1,35040,0,+1002678082.0ns,+1004131128.0ns,1453046
h1,h27,2,2,18213,0,+1002702999.0ns,+1004133316.0ns,1430317
h5,h32,2,1,193634,0,+1003719200.0ns,+1004152945.0ns,433745
h3,h20,2,1,23861,0,+1002824557.0ns,+1004173032.0ns,1348475
h13,h32,2,1,144304,0,+1002747903.0ns,+1004197942.0ns,1450039
h10,h23,2,2,34010,0,+1003286259.0ns,+1004214548.0ns,928289
h9,h24,2,1,1197046,0,+1002298697.0ns,+1004226147.0ns,1927450
h13,h19,2,1,3959297,0,+1002092193.0ns,+1004250817.0ns,2158624
h8,h27,2,2,5363,0,+1003236391.0ns,+1004258756.0ns,1022365
h10,h22,2,1,97629,0,+1003554547.0ns,+1004325330.0ns,770783
h15,h26,2,3,74909,0,+1003370235.0ns,+1004337590.0ns,967355
h3,h24,2,1,109898,0,+1003517507.0ns,+1004345728.0ns,828221
h4,h22,2,1,225485,0,+1003573742.0ns,+1004366140.0ns,792398
h12,h21,2,2,17878,0,+1004001607.0ns,+1004431849.0ns,430242
h7,h24,2,1,71594,0,+1002477062.0ns,+1004451058.0ns,1973996
h3,h18,2,1,178772,0,+1003591133.0ns,+1004514184.0ns,923051
h15,h19,2,1,2745349,0,+1002354889.0ns,+1004522349.0ns,2167460
h7,h19,2,1,46980,0,+1003813501.0ns,+1004575643.0ns,762142
h14,h20,2,1,61069,0,+1003191666.0ns,+1004633904.0ns,1442238
h13,h29,2,1,116458,0,+1003470959.0ns,+1004641930.0ns,1170971
h2,h21,2,2,29032,0,+1003995859.0ns,+1004719498.0ns,723639
h8,h31,2,1,24391,0,+1002616166.0ns,+1004720053.0ns,2103887
h5,h24,2,1,5988,0,+1004327688.0ns,+1004783857.0ns,456169
h7,h20,2,1,18523650,0,+1001198105.0ns,+1005333054.0ns,4134949
h9,h27,2,1,48259,0,+1005012661.0ns,+1005490314.0ns,477653
h6,h18,2,1,9757597,0,+1002000473.0ns,+1005511463.0ns,3510990
h10,h32,2,1,27563,0,+1005192423.0ns,+1005605025.0ns,412602
h5,h19,2,1,98171,0,+1005005753.0ns,+1005739211.0ns,733458
h8,h19,2,1,158258,0,+1003906965.0ns,+1005745864.0ns,1838899
h12,h21,2,1,4028083,0,+1002536102.0ns,+1005758479.0ns,3222377
h7,h19,2,2,302185,0,+1004201845.0ns,+1005803869.0ns,1602024
h7,h26,2,1,2095384,0,+1003103929.0ns,+1005894017.0ns,2790088
