Time,Node,PortIndex,RxByte
+1000000000.0ns,s42,0,0
+1000100000.0ns,s42,0,0
+1000200000.0ns,s42,0,0
+1000300000.0ns,s42,0,0
+1000400000.0ns,s42,0,0
+1000500000.0ns,s42,0,0
+1000600000.0ns,s42,0,0
+1000700000.0ns,s42,0,883050
+1000800000.0ns,s42,0,2728050
+1000900000.0ns,s42,0,3553770
+1001000000.0ns,s42,0,5440696
+1001100000.0ns,s42,0,7443080
+1001200000.0ns,s42,0,7807865
+1001300000.0ns,s42,0,8307365
+1001400000.0ns,s42,0,8647865
+1001500000.0ns,s42,0,9172865
+1001600000.0ns,s42,0,10563282
+1001700000.0ns,s42,0,12235776
+1001800000.0ns,s42,0,13446276
+1001900000.0ns,s42,0,13731276
+1002000000.0ns,s42,0,16631001
+1002100000.0ns,s42,0,20044531
+1002200000.0ns,s42,0,22828219
+1002300000.0ns,s42,0,24868219
+1002400000.0ns,s42,0,27396162
+1002500000.0ns,s42,0,30082662
+1002600000.0ns,s42,0,33527258
+1002700000.0ns,s42,0,36911961
+1002800000.0ns,s42,0,41370545
+1002900000.0ns,s42,0,45615095
+1003000000.0ns,s42,0,49995095
+1003100000.0ns,s42,0,54827289
+1003200000.0ns,s42,0,59658853
+1003300000.0ns,s42,0,63705119
+1003400000.0ns,s42,0,67439892
+1003500000.0ns,s42,0,71138237
+1003600000.0ns,s42,0,74461984
+1003700000.0ns,s42,0,77597559
+1003800000.0ns,s42,0,80125458
+1003900000.0ns,s42,0,80245458
+1004000000.0ns,s42,0,80245458
+1004100000.0ns,s42,0,80245458
+1004200000.0ns,s42,0,80245458
+1004300000.0ns,s42,0,80245458
+1004400000.0ns,s42,0,80245458
+1004500000.0ns,s42,0,80245458
+1004600000.0ns,s42,0,80245458
+1004700000.0ns,s42,0,80245458
+1004800000.0ns,s42,0,80245458
+1004900000.0ns,s42,0,83290689
+1005000000.0ns,s42,0,88463439
+1005100000.0ns,s42,0,93636087
+1005200000.0ns,s42,0,98809386
+1005300000.0ns,s42,0,103981386
+1005400000.0ns,s42,0,108406574
+1005500000.0ns,s42,0,112969808
+1005600000.0ns,s42,0,117577808
+1005700000.0ns,s42,0,122341911
+1005800000.0ns,s42,0,124197411
+1005900000.0ns,s42,0,124197411
+1006000000.0ns,s42,0,124197411
+1006100000.0ns,s42,0,124197411
+1006200000.0ns,s42,0,124197411
+1006300000.0ns,s42,0,124197411
+1006400000.0ns,s42,0,124197411
+1006500000.0ns,s42,0,124197411
+1006600000.0ns,s42,0,124197411
+1006700000.0ns,s42,0,124197411
+1006800000.0ns,s42,0,124197411
+1006900000.0ns,s42,0,124197411
+1007000000.0ns,s42,0,126909411
+1007100000.0ns,s42,0,132081868
+1007200000.0ns,s42,0,137253889
+1007300000.0ns,s42,0,142426933
+1007400000.0ns,s42,0,147599116
+1007500000.0ns,s42,0,152772206
+1007600000.0ns,s42,0,157944362
+1007700000.0ns,s42,0,163117024
+1007800000.0ns,s42,0,168194629
+1007900000.0ns,s42,0,169994472
+1008000000.0ns,s42,0,169994472
+1008100000.0ns,s42,0,169994472
+1008200000.0ns,s42,0,169994472
+1008300000.0ns,s42,0,169994472
+1008400000.0ns,s42,0,169994472
+1008500000.0ns,s42,0,169994472
+1008600000.0ns,s42,0,169994472
+1008700000.0ns,s42,0,169994472
+1008800000.0ns,s42,0,169994472
+1008900000.0ns,s42,0,170948372
+1009000000.0ns,s42,0,176120372
+1009100000.0ns,s42,0,181292561
+1009200000.0ns,s42,0,186465397
+1009300000.0ns,s42,0,191637742
+1009400000.0ns,s42,0,196810125
+1009500000.0ns,s42,0,201982909
+1009600000.0ns,s42,0,207076048
+1009700000.0ns,s42,0,212118353
+1009800000.0ns,s42,0,217160030
+1009900000.0ns,s42,0,217676030
+1010000000.0ns,s42,0,217676030
+1010100000.0ns,s42,0,217676030
+1010200000.0ns,s42,0,217676030
+1010300000.0ns,s42,0,217676030
+1010400000.0ns,s42,0,217676030
+1010500000.0ns,s42,0,217676030
+1010600000.0ns,s42,0,217676030
+1010700000.0ns,s42,0,217676030
+1010800000.0ns,s42,0,217676030
+1010900000.0ns,s42,0,217676030
+1011000000.0ns,s42,0,217779530
+1011100000.0ns,s42,0,222952131
+1011200000.0ns,s42,0,228124634
+1011300000.0ns,s42,0,233296593
+1011400000.0ns,s42,0,238469169
+1011500000.0ns,s42,0,243641342
+1011600000.0ns,s42,0,248814357
+1011700000.0ns,s42,0,253985915
+1011800000.0ns,s42,0,258579176
+1011900000.0ns,s42,0,262672267
+1012000000.0ns,s42,0,262672267
+1012100000.0ns,s42,0,262672267
+1012200000.0ns,s42,0,262672267
+1012300000.0ns,s42,0,262672267
+1012400000.0ns,s42,0,262672267
+1012500000.0ns,s42,0,262672267
+1012600000.0ns,s42,0,262672267
+1012700000.0ns,s42,0,262672267
+1012800000.0ns,s42,0,265004103
+1012900000.0ns,s42,0,270175230
+1013000000.0ns,s42,0,275348409
+1013100000.0ns,s42,0,280219344
+1013200000.0ns,s42,0,284146177
+1013300000.0ns,s42,0,288142041
+1013400000.0ns,s42,0,292011645
+1013500000.0ns,s42,0,295808304
+1013600000.0ns,s42,0,299822215
+1013700000.0ns,s42,0,301969600
+1013800000.0ns,s42,0,301969600
+1013900000.0ns,s42,0,301969600
+1014000000.0ns,s42,0,301969600
+1014100000.0ns,s42,0,301969600
+1014200000.0ns,s42,0,301969600
+1014300000.0ns,s42,0,301969600
+1014400000.0ns,s42,0,301969600
+1014500000.0ns,s42,0,301969600
+1014600000.0ns,s42,0,304635100
+1014700000.0ns,s42,0,309806886
+1014800000.0ns,s42,0,314979756
+1014900000.0ns,s42,0,320151012
+1015000000.0ns,s42,0,325323387
+1015100000.0ns,s42,0,330455157
+1015200000.0ns,s42,0,334301231
+1015300000.0ns,s42,0,338373515
+1015400000.0ns,s42,0,342286479
+1015500000.0ns,s42,0,342884804
+1015600000.0ns,s42,0,342884804
+1015700000.0ns,s42,0,342884804
+1015800000.0ns,s42,0,342884804
+1015900000.0ns,s42,0,342884804
+1016000000.0ns,s42,0,342884804
+1016100000.0ns,s42,0,342884804
+1016200000.0ns,s42,0,342884804
+1016300000.0ns,s42,0,342884804
+1016400000.0ns,s42,0,342884804
+1016500000.0ns,s42,0,344215304
+1016600000.0ns,s42,0,348800350
+1016700000.0ns,s42,0,353341160
+1016800000.0ns,s42,0,358172632
+1016900000.0ns,s42,0,362752772
+1017000000.0ns,s42,0,366887626
+1017100000.0ns,s42,0,370836939
+1017200000.0ns,s42,0,374892474
+1017300000.0ns,s42,0,378750220
+1017400000.0ns,s42,0,379992466
+1017500000.0ns,s42,0,379992466
+1017600000.0ns,s42,0,379992466
+1017700000.0ns,s42,0,379992466
+1017800000.0ns,s42,0,379992466
+1017900000.0ns,s42,0,379992466
+1018000000.0ns,s42,0,379992466
+1018100000.0ns,s42,0,379992466
+1018200000.0ns,s42,0,379992466
+1018300000.0ns,s42,0,380803966
+1018400000.0ns,s42,0,385633735
+1018500000.0ns,s42,0,389711879
+1018600000.0ns,s42,0,393696720
+1018700000.0ns,s42,0,397742533
+1018800000.0ns,s42,0,401920608
+1018900000.0ns,s42,0,406102383
+1019000000.0ns,s42,0,410249734
+1019100000.0ns,s42,0,414450610
+1019200000.0ns,s42,0,417377479
+1019300000.0ns,s42,0,417377479
+1019400000.0ns,s42,0,417377479
+1019500000.0ns,s42,0,417377479
+1019600000.0ns,s42,0,417377479
+1019700000.0ns,s42,0,417377479
+1019800000.0ns,s42,0,417377479
+1019900000.0ns,s42,0,417377479
+1020000000.0ns,s42,0,417377479
+1020100000.0ns,s42,0,417377479
+1020200000.0ns,s42,0,417377479
+1020300000.0ns,s42,0,417377479
+1020400000.0ns,s42,0,420678180
+1020500000.0ns,s42,0,425851532
+1020600000.0ns,s42,0,430860180
+1020700000.0ns,s42,0,435839207
+1020800000.0ns,s42,0,440527253
+1020900000.0ns,s42,0,445490753
+1021000000.0ns,s42,0,450041539
+1021100000.0ns,s42,0,454754739
+1021200000.0ns,s42,0,459301078
+1021300000.0ns,s42,0,459844406
+1021400000.0ns,s42,0,459844406
+1021500000.0ns,s42,0,459844406
+1021600000.0ns,s42,0,459844406
+1021700000.0ns,s42,0,459844406
+1021800000.0ns,s42,0,459844406
+1021900000.0ns,s42,0,459844406
+1022000000.0ns,s42,0,459844406
+1022100000.0ns,s42,0,459844406
+1022200000.0ns,s42,0,459844406
+1022300000.0ns,s42,0,459844406
+1022400000.0ns,s42,0,459844406
+1022500000.0ns,s42,0,464871304
+1022600000.0ns,s42,0,470042940
+1022700000.0ns,s42,0,475215415
+1022800000.0ns,s42,0,480387476
+1022900000.0ns,s42,0,485561126
+1023000000.0ns,s42,0,490733492
+1023100000.0ns,s42,0,495905574
+1023200000.0ns,s42,0,501057845
+1023300000.0ns,s42,0,506099306
+1023400000.0ns,s42,0,507126806
+1023500000.0ns,s42,0,507126806
+1023600000.0ns,s42,0,507126806
+1023700000.0ns,s42,0,507126806
+1023800000.0ns,s42,0,507126806
+1023900000.0ns,s42,0,507126806
+1024000000.0ns,s42,0,507126806
+1024100000.0ns,s42,0,507126806
+1024200000.0ns,s42,0,507126806
+1024300000.0ns,s42,0,512239889
+1024400000.0ns,s42,0,517412861
+1024500000.0ns,s42,0,522586045
+1024600000.0ns,s42,0,527757430
+1024700000.0ns,s42,0,532612654
+1024800000.0ns,s42,0,537002926
+1024900000.0ns,s42,0,541457543
+1025000000.0ns,s42,0,545959902
+1025100000.0ns,s42,0,550303799
+1025200000.0ns,s42,0,554477150
+1025300000.0ns,s42,0,554654150
+1025400000.0ns,s42,0,554654150
+1025500000.0ns,s42,0,554654150
+1025600000.0ns,s42,0,554654150
+1025700000.0ns,s42,0,554654150
+1025800000.0ns,s42,0,554654150
+1025900000.0ns,s42,0,554654150
+1026000000.0ns,s42,0,554654150
+1026100000.0ns,s42,0,554654150
+1026200000.0ns,s42,0,554654150
+1026300000.0ns,s42,0,554654150
+1026400000.0ns,s42,0,558527150
+1026500000.0ns,s42,0,563700278
+1026600000.0ns,s42,0,568871796
+1026700000.0ns,s42,0,574044472
+1026800000.0ns,s42,0,579217691
+1026900000.0ns,s42,0,584389915
+1027000000.0ns,s42,0,589562621
+1027100000.0ns,s42,0,594256733
+1027200000.0ns,s42,0,598676129
+1027300000.0ns,s42,0,598676129
+1027400000.0ns,s42,0,598676129
+1027500000.0ns,s42,0,598676129
+1027600000.0ns,s42,0,598676129
+1027700000.0ns,s42,0,598676129
+1027800000.0ns,s42,0,598676129
+1027900000.0ns,s42,0,598676129
+1028000000.0ns,s42,0,598676129
+1028100000.0ns,s42,0,598676129
+1028200000.0ns,s42,0,598676129
+1028300000.0ns,s42,0,598676129
+1028400000.0ns,s42,0,601126922
+1028500000.0ns,s42,0,606299606
+1028600000.0ns,s42,0,611472310
+1028700000.0ns,s42,0,616643572
+1028800000.0ns,s42,0,621816005
+1028900000.0ns,s42,0,626989428
+1029000000.0ns,s42,0,631652346
+1029100000.0ns,s42,0,636317700
+1029200000.0ns,s42,0,640960985
+1029300000.0ns,s42,0,644521203
+1029400000.0ns,s42,0,644521203
+1029500000.0ns,s42,0,644521203
+1029600000.0ns,s42,0,644521203
+1029700000.0ns,s42,0,644521203
+1029800000.0ns,s42,0,644521203
+1029900000.0ns,s42,0,644521203
+1030000000.0ns,s42,0,644521203
+1030100000.0ns,s42,0,644521203
+1030200000.0ns,s42,0,644521203
+1030300000.0ns,s42,0,644521203
+1030400000.0ns,s42,0,644521203
+1030500000.0ns,s42,0,649279203
+1030600000.0ns,s42,0,654452408
+1030700000.0ns,s42,0,659624371
+1030800000.0ns,s42,0,664327572
+1030900000.0ns,s42,0,668701843
+1031000000.0ns,s42,0,672511456
+1031100000.0ns,s42,0,676526984
+1031200000.0ns,s42,0,680400211
+1031300000.0ns,s42,0,684279211
+1031400000.0ns,s42,0,686806072
+1031500000.0ns,s42,0,686806072
+1031600000.0ns,s42,0,686806072
+1031700000.0ns,s42,0,686806072
+1031800000.0ns,s42,0,686806072
+1031900000.0ns,s42,0,686806072
